id,text,valence,arousal,dominance,split,source
The_Black_Willow_14499_14620,"How could any writer accommodate the edicts of popular literature with the very forces of nature knocking upon his door?""",0.0,0.2,-0.05,train,EmoBank
Nathans_Bylichka_56887_57054,"I was content to let myself drift away, and I had almost forgotten the body lying with broken neck on the cathedral’s hard tiles when I felt a warm touch on its cheek.",-0.15,0.15,0.05,train,EmoBank
20020731-nyt_35252_35325,This advertisement is long on introductions and short on claims of merit.,-0.07,0.07,0.07,train,EmoBank
Fermentation_Eminent-Domain_12251_12269,Johnonwine said...,0.0,-0.06,0.06,train,EmoBank
WhereToHongKong_9664_9878,Visitors entering the temple are confronted by a dense pall of smoke from all the burning joss sticks and the incense coils hanging from the ceiling (these will burn for as long as a month).,0.06,0.0,0.125,train,EmoBank
easy_money_14994_15070,I'm just wondering what they'll think when they open that vault in Kentucky.,0.05,0.1,-0.1,train,EmoBank
WhatToHongKong_18065_18235,"In Tsim Sha Tsui, Ned Kelly’s Last Stand on Ashley Road is an Aussie institution; Delaney’s, 71-77 Peking Road, is one of Hong Kong’s enduring Irish pubs.",0.0,-0.11,0.0,train,EmoBank
Uprooted_Farming-on-Sand_1443_1533,Last season it was a fertile veggie bed -- but it was left un-fertilized as an experiment.,0.06,0.0,-0.06,train,EmoBank
hotel-california_21524_21574,“What did you do before this? How were you found?”,0.0,0.0,0.1,train,EmoBank
Nathans_Bylichka_36983_37139,"“You awaken a magical being of unknown power from an enchanted stone, having purchased her with your own blood from a slave dealer, and you name her ‘Amy’?”",0.055,0.11,0.055,train,EmoBank
Uprooted_Bike_5804_5844,"Karen Turnbull 01. Oct, 2009 at 12:54 pm",0.0,-0.225,0.045,train,EmoBank
WhereToHongKong_44716_44872,"Macau’s most memorable monument is the Baroque façade of the ruins of São Paulo, the only remains of a beautiful 17th-century Jesuit church.",0.1,0.1,0.0,train,EmoBank
118CWL049_305_337,It's even harder when she isn't.,-0.215,0.07,0.0,train,EmoBank
Fermentation_HR5034_7463_7479,"""justifications""",-0.05,-0.15,0.05,train,EmoBank
WhatToHongKong_1033_1180,Large shops on the fashionable thoroughfares tend to be more expensive than smaller “family” shops tucked away in the side streets.,0.055,0.0,0.055,train,EmoBank
easy_money_3727_3752,It never failed to amaze.,0.5,0.125,0.19,train,EmoBank
IFAW1_4664_4733,And please use the enclosed 2001 Calendar Reply when writing me back.,0.0,0.0,0.0,train,EmoBank
NYTnewswire6_6377_6402,He could hardly go wrong.,0.0,-0.05,0.0,train,EmoBank
SemEval_1144,Arthurs upsets Robredo in first round at the St. Petersburg Open,-0.1,0.0,0.0,train,EmoBank
captured_moments_19868_19900,"""You've no memory left, old one.",-0.25,-0.05,-0.05,train,EmoBank
captured_moments_28262_28266,"""Oh?",0.0,0.05,0.05,train,EmoBank
detroit_10731_10825,Thank you for the opportunity to see post-BushCo era Detroit through the prism of your vision.,0.3,0.15,0.05,train,EmoBank
captured_moments_39435_39467,I am ready for the mindwipe now.,-0.055,0.055,0.11,train,EmoBank
easy_money_15382_15465,I figure it can't be worse than the lethal injection that's waiting for me at dawn.,-0.5,0.15,-0.5,train,EmoBank
captured_moments_29619_29685,"She had studied it in school, so she thought herself as an expert.",0.05,-0.05,-0.05,train,EmoBank
WhereToHongKong_32330_32480,Excursion companies sell a variety of orientation cruises of Hong Kong harbor that include a look at some of its 235 outlying islands.,0.15,0.1,0.0,train,EmoBank
NYTnewswire4_3852_3930,"""If you look down the road too far, you get your feet cut out from under you.""",-0.3,0.05,0.0,train,EmoBank
SemEval_125,Marathon victory comes at heavy cost,-0.25,0.06,0.0,train,EmoBank
Nathans_Bylichka_16931_17051,"At this point, we have removed ourselves so fully from quotidian human existence that we are understood to be fictional.",-0.1,0.1,-0.05,train,EmoBank
SemEval_82,Breast Cancer Awareness is Important,0.0,0.2,0.1,train,EmoBank
WhatToHongKong_22246_22317,There are 13 public courts at Victoria Park Tennis Centre (Tel.,0.0,-0.1,-0.05,train,EmoBank
Black_and_white_2354_2495,"In the Far East, reaching a state of colorless-ness is associated with the highest state of spiritual being, the state of Zen.",0.0,-0.1,-0.05,train,EmoBank
wsj_1640_324_609,"""Hostile and even friendly nations routinely steal information from U.S. companies and share it with their own companies,"" said Noel D. Matchett, a former staffer at the federal National Security Agency and now president of Information Security Inc., Silver Spring, Md.",-0.15,0.05,0.05,train,EmoBank
audubon2_2681_2858,"You’ll be supporting sanctuaries, field research, environmental education and legislation and many other vital efforts critical to the protection of wildlife and their habitats.",0.215,0.145,0.285,train,EmoBank
SemEval_1000,Terror officials see Al Qaeda chiefs regaining power,-0.5,0.31,-0.125,train,EmoBank
WhereToHongKong_59961_60016,The center of the park is the Five Rams Statue.,0.145,-0.07,0.0,train,EmoBank
WhatToHongKong_15551_15616,The Hong Kong Philharmonic Orchestra was founded in 1975.,0.0,-0.2,-0.05,train,EmoBank
The_Black_Willow_8360_8423,"""So dear a friend is always welcome to my counsel and my home,""",0.285,-0.145,0.145,train,EmoBank
littleshelter2_1448_1478,Happy Holidays from all of us!,0.685,0.685,0.09,train,EmoBank
The_Black_Willow_6288_6393,"You know I do not wish to make my stories thus; but it is my nemesis, confronting me anew at every turn!""",-0.315,0.125,-0.125,train,EmoBank
Nathans_Bylichka_37905_37920,"“But …but sir,”",-0.15,0.05,-0.15,train,EmoBank
Nathans_Bylichka_19626_19694,"“Okay, you might feel silly, but just turn three times to your left.",0.0,0.1,0.1,train,EmoBank
SemEval_1148,One search does not fit all,-0.165,-0.055,0.0,train,EmoBank
Nathans_Bylichka_12486_12532,Then I looked down and saw what had let us in.,0.0,-0.05,0.05,train,EmoBank
Ohio_Steel_6100_6241,Meetings of union officials and mill bosses were hurriedly set up in an attempt to persuade the powers that be to reconsider their statement.,0.0,0.085,0.165,train,EmoBank
SemEval_1130,Sony apologizes for battery recall,-0.1,-0.1,0.0,train,EmoBank
Italy_1655_1718,(The De Landa seems to have become an unwitting theme of late.),-0.05,-0.1,0.0,train,EmoBank
easy_money_3626_3667,I had been an amateur magician for years.,0.1,0.1,0.1,train,EmoBank
detroit_7435_7578,"You're liable to see families picnicking, bums gathering bottles and cans, geese foraging, and deer cautiously wandering the edge of the woods.",0.1,-0.1,0.0,train,EmoBank
guidedogs1_800_871,And our dogs are specially bred for temperament and physical soundness.,0.0,-0.215,0.215,train,EmoBank
The_Black_Willow_1349_1398,"Besides, the public liked a good, simple romance.",0.25,0.1,0.05,train,EmoBank
116CUL033_1062_1241,It is our goal that every young person in Marion County have access to the programs and services that can best assist them in their growth toward a positive adulthood.,0.15,0.0,0.1,train,EmoBank
NYTnewswire9_2772_2887,"War is hell, he says, and when it was over, he wanted to come home and rejoin his young family and not dwell on it.",-0.1,0.05,0.05,train,EmoBank
Uprooted_Farming-on-Sand_3238_3353,"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",0.07,0.0,0.215,train,EmoBank
113CWL018_1192_1222,The kids are depending on you.,0.05,0.1,0.2,train,EmoBank
Uprooted_Farming-on-Sand_1570_1645,"""You have to keep feeding it organic material, or it turns back into sand.""",0.0,-0.1,0.05,train,EmoBank
WhereToHongKong_35761_35826,The island has a checkered past of smuggling and pira cy.,-0.2,0.0,-0.15,train,EmoBank
SemEval_984,Somali refugees cut off from aid,-0.25,0.15,-0.1,train,EmoBank
Nathans_Bylichka_5101_5184,"When she hadn’t come back halfway through the next song, I glanced over at the bar.",0.0,0.0,-0.065,train,EmoBank
defenders5_6739_6798,Please help save Alaska’s wolves by doing these two things:,0.05,0.1,0.0,train,EmoBank
The_Black_Willow_8012_8120,"""You might find that some time in an honest occupation would ground you somewhat, improve your disposition.""",0.06,0.125,0.06,train,EmoBank
lw1_2207_2308,"She seemed so depthless - self conscious and shallow on the outside, but having that incredible gift.",-0.15,0.1,-0.15,train,EmoBank
110CYL069_1561_1631,You and I know that solutions to difficult problems don't just happen.,-0.15,-0.1,0.2,train,EmoBank
detroit_3416_3554,"Earp and I have each lived happily in the wilds of West Oakland, but the danger I felt in Detroit was like nothing I'd experienced before.",-0.3,0.25,-0.05,train,EmoBank
captured_moments_22463_22573,"Months earlier, we might have sought a bed, a couch, or a comfortable chair at this point.",0.05,-0.15,0.0,train,EmoBank
hotel-california_10118_10195,"I could have started asking questions, but I wanted to get my bearings first.",-0.06,-0.06,0.25,train,EmoBank
Nathans_Bylichka_9054_9070,"“No thanks, sir!",-0.185,0.25,0.06,train,EmoBank
SemEval_744,Tests of drug to block H.I.V. infection are halted over safety,-0.375,0.19,-0.06,train,EmoBank
Nathans_Bylichka_19482_19553,"Then I’m going to shed a little blood, but don’t worry, none of yours.”",0.0,0.215,0.215,train,EmoBank
HistoryLasVegas_905_1010,These springs fed a network of streams draining through the Las Vegas Wash to the Colorado River.,0.0,-0.165,0.055,train,EmoBank
SemEval_1319,'Blazing Angels' for PS3 fails to soar,-0.145,-0.215,-0.285,train,EmoBank
SemEval_232,Alaska town cut off from rest of state by flood,-0.35,0.15,-0.15,train,EmoBank
captured_moments_34463_34599,The part of my mind that remembered four months in NorAm during the Great Cleaning sent me rolling across the floor.,-0.22,0.11,0.055,train,EmoBank
captured_moments_13277_13416,"I made some small joke afterward, about approving of her firm's business incentives, and she cried.",-0.25,0.125,0.06,train,EmoBank
Black_and_white_8471_8631,"Just as those from the Far East, the purity of white implies what has been washed away and thus makes the white glitter even more.",-0.06,0.06,0.185,train,EmoBank
110CYL070_1013_1100,And there are a lot of people who face these challenges every day of their lives.,-0.05,0.05,0.05,train,EmoBank
Nathans_Bylichka_41116_41202,"“This man is here in search of his lover, who was stolen from him in the human world,”",-0.05,0.05,0.05,train,EmoBank
easy_money_328_425,"He sounded surprised and said no, he needed me to help him get rid of ""a large quantity of gold.""",0.125,0.315,0.185,train,EmoBank
Nathans_Bylichka_23200_23324,Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel?”,-0.05,0.0,0.0,train,EmoBank
NYTnewswire1_1764_1816,He accepts his role with a club and he's a team guy.,0.2,0.05,0.0,train,EmoBank
Seedbombing_1517_1550,You're going to be throwing them.,0.0,0.06,0.25,train,EmoBank
115CVL035_93_342,"CCI is a federation of 13 neighborhood-based multi-service centers whose mission is to identify and meet the human service needs of residents throughout Marion County in the most effective, efficient and comprehensive way possible.",0.06,-0.06,0.125,train,EmoBank
captured_moments_20356_20376,We lunched together.,0.285,0.0,0.07,train,EmoBank
captured_moments_14475_14602,"I had impressed her because I was famous and amusing and not, as I had hoped, because I was a great artist.",0.2,0.1,0.15,train,EmoBank
WhatToHongKong_22477_22684,"The racing schedule is September to June, and Hong Kong maintains two tracks — the older Happy Valley course on Hong Kong Island and the striking Sha Tin track in the New Territories.",0.05,-0.05,0.05,train,EmoBank
NYTnewswire3_3001_3093,"In June, IBM announced that it was taking a charge of more than $2 billion against earnings.",0.0,0.215,0.36,train,EmoBank
detroit_6688_6728,There's a lot more to Detroit than that.,0.0,0.1,0.15,train,EmoBank
SemEval_797,Bill would strip convicted legislators of pensions,-0.11,0.11,0.0,train,EmoBank
SemEval_746,Europe take big Royal Trophy lead,0.225,-0.055,0.055,train,EmoBank
SemEval_698,Friendly fire pilot 'experienced',0.0,0.05,0.0,train,EmoBank
hotel-california_3257_3280,"“So, I'm on a ship now?",0.0,0.165,0.0,train,EmoBank
SemEval_639,Injured Sarwan to miss one-dayers,-0.3,-0.05,-0.05,train,EmoBank
NYTnewswire7_7215_7344,"Le Bernardin's menu also informs diners that the restaurant will not serve swordfish to support efforts ""to recover the species.""",-0.05,-0.1,-0.05,train,EmoBank
SemEval_641,Studios sign off on movie downloads,0.05,0.15,0.15,train,EmoBank
aspca1_2163_2235,"Every day, the ASPCA gets reports of animal cruelty, abuse, and neglect.",-0.445,0.11,0.055,train,EmoBank
Black_and_white_6132_6219,It strays from reason in the way which it consumes and manipulates life.,-0.25,0.125,0.0,train,EmoBank
SemEval_958,Ex-suspect slams anti-terror laws,-0.15,0.05,0.1,train,EmoBank
defenders5_2633_2819,"In the name of “wolf control,” wolf killers will predictably once again use aircraft to hunt wolves to the point of exhaustion, so that the wolves have, literally, no chance of survival.",-0.43,0.285,0.0,train,EmoBank
Seedbombing_97_216,"Somewhere in California, a blighted, mosquito-vector abandoned property is about to get an echinacea dose via seedbomb.",-0.05,0.0,-0.1,train,EmoBank
Madame_White_Snake_7666_7766,"If they were, Madame White Snake would be unmistakably depicted as an evil character.",0.06,0.06,0.125,train,EmoBank
NYTnewswire7_4648_4770,"When there's a boycott, Lassen said, ""it's not environmentalists or chefs making the sacrifice, it's coastal communities.""",-0.215,-0.07,0.07,train,EmoBank
wsj_0068_426_473,The company also adopted an anti-takeover plan.,0.05,0.0,0.05,train,EmoBank
A_defense_of_Michael_Moore_27846_28014,"The shrill (and remarkably unsuccessful) Internet campaign to ""revoke"" his award seems to be motivated more by jealousy than by real concerns about the film's accuracy.",-0.25,0.1,-0.05,train,EmoBank
blog-monastery_2298_2327,"""Only if you feel no regret,""",0.0,0.0,0.05,train,EmoBank
NYTnewswire2_3145_3210,The ISU later suspended Le Gougne and Gailhaguet for three years.,-0.15,-0.1,-0.05,train,EmoBank
20020731-nyt_47130_47268,"But some regulations, aimed at specific regional problems that nationwide trading alone is unable to address, cannot lightly be abandoned.",-0.125,0.0,0.06,train,EmoBank
20020731-nyt_34963_35020,"The candidate says: ""I grew up poor with a single mother.",-0.07,0.07,-0.07,train,EmoBank
hsus4_1192_1202,“milk-fed”,0.0,0.0,0.0,train,EmoBank
SemEval_170,"Seduced by Snacks? No, Not You",0.0,0.07,0.07,train,EmoBank
hotel-california_6051_6071,Fact: I wasn't dead.,0.05,0.05,0.05,train,EmoBank
SemEval_566,'Stomp' steps to No. 1 at box office,0.2,0.15,0.05,train,EmoBank
110CYL071_1231_1280,"Every year, thousands of people come to Goodwill.",0.06,0.125,0.06,train,EmoBank
littleshelter2_48_133,SAVE A LIFE Little ShelterAND GET OUR33 Warner RoadNEWSLETTERHuntington NY 11743-0830,-0.05,0.0,0.0,train,EmoBank
602CZL285_1661_1739,A Second Century Society response card and return envelope are enclosed.,-0.05,-0.1,0.0,train,EmoBank
detroit_12553_12770,"Have the great fortunes earned in trust as ""American"" for American investment here in America, really migrated to the Beijing, Shanghai, and Hang-Seng markets, converted to safer ""Yuan"" and invested in China's wealth?",-0.15,0.05,-0.1,train,EmoBank
Homosexuality_12475_12505,‘My child’s going to be gay!”’,0.0,0.56,-0.065,train,EmoBank
SemEval_71,Apple set for massive market gains,0.25,0.2,0.05,train,EmoBank
NWF1_4379_4549,Building on our success of reintroducing the gray wolves to Yellowstone National Park by expanding gray wolf recovery into suitable habitat in the United States.,0.0,0.06,0.06,train,EmoBank
SemEval_1129,Enron boss gets 24-year sentence,0.0,0.1,0.2,train,EmoBank
A_defense_of_Michael_Moore_17849_18037,"From this, you construct an obscure conspiracy of ""re-enactment"": ""For all we can tell, Moore could have shouted 'Hey!' to make Heston turn around and then remained silent as Heston left.""",0.0,0.0,0.06,train,EmoBank
WhatToHongKong_11366_11449,You’ll also find bargain clothes for sale at the markets and on push-carts.,0.05,0.05,0.1,train,EmoBank
SemEval_523,BB star Jackson denies Goody comments,-0.05,-0.1,-0.05,train,EmoBank
Uprooted_Bike_6278_6423,One of my dear friends who can't drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend.,-0.3,0.1,-0.3,train,EmoBank
Fermentation_HR5034_7585_7715,"in other words, discrimination is ok as long as the discrimination is written into the state's alcohol beverage distribution laws.",-0.25,0.1,-0.05,train,EmoBank
wsj_0127_599_801,"Pretax profit fell 3.7% to #128 million from #133 million and was below analysts' expectations of #130 million to #135 million, but shares rose 6 pence to 388 pence in early trading yesterday in London.",0.0,-0.15,-0.05,train,EmoBank
captured_moments_7041_7094,"Reluctantly, I released her hand.",-0.3,0.2,-0.15,train,EmoBank
112C-L013_1592_1655,In 1995 we will serve over 850 children and 340 families.,0.25,0.0,0.125,train,EmoBank
hotel-california_16271_16338,"“No one's immortal. In fact, the opposite: We're all going to die.”",-0.3,0.05,-0.05,train,EmoBank
A_defense_of_Michael_Moore_1685_1721,"""Moore's resolution is questionable.",-0.2,-0.05,0.05,train,EmoBank
NYTnewswire5_166_318,"CHRON EDITORS NOTE: Each week, The Chronicle offers readers a look at the more unusual fruits, vegetables and herbs of each season and how to use them.",0.07,0.07,0.145,train,EmoBank
112C-L013_842_966,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.",0.165,0.0,-0.11,train,EmoBank
Fermentation_HR5034_11572_11627,"I enjoyed reading your post. July 17, 2010 at 12:35 PM",0.3,0.1,0.05,train,EmoBank
A_defense_of_Michael_Moore_24951_25019,He buys several boxes of ammunition without a question being raised.,0.0,0.1,0.0,train,EmoBank
cable_spool_fort_116_125,You suck.,-0.7,0.45,0.3,train,EmoBank
att2_348_421,Please see your card carrier for additional information and instructions.,0.0,-0.125,0.0,train,EmoBank
WhatToHongKong_20088_20244,"On Hong Kong Island, Repulse Bay is the most popular; others are Shek O on the east coast and Stanley and Deep Water Bay on the south coast.",0.055,-0.055,0.11,train,EmoBank
Nathans_Bylichka_9268_9290,He met my eyes coolly.,-0.05,-0.05,0.0,train,EmoBank
Black_and_white_2628_2757,This is apparent through Japanese haiku as well as the art of ink painting in both China and Japan.,0.0,-0.2,0.05,train,EmoBank
hotel-california_2933_2955,I was now one of them.,0.06,0.06,0.0,train,EmoBank
WhereToHongKong_52578_52722,"However, you are not likely to find bargains, and you should be aware that unless you are an expert, you can end up with a fake.",-0.1,0.05,-0.05,train,EmoBank
aspca1_3704_3907,Your contribution will help us rescue more animals like Astro ... make sure the perpetrators of cruelty are brought to justice ... nurse abused animals back to health and find them loving adoptive homes.,0.215,0.215,0.0,train,EmoBank
Fermentation_HR5034_8628_8718,Judges merely tell the state when they have reached beyond what the 21st Amendment allows.,0.0,-0.125,0.0,train,EmoBank
Nathans_Bylichka_32175_32190,Not in America.,-0.19,-0.06,0.19,train,EmoBank
A_defense_of_Michael_Moore_6418_6522,The bank does exactly what it advertises: It hands out guns from its vault to those who open an account.,-0.15,0.15,0.05,train,EmoBank
NYTnewswire6_8795_8815,"I love butter, too.""",0.4,0.15,0.05,train,EmoBank
Nathans_Bylichka_7173_7258,"Standing in the center of the church, I took out my cell phone and called the police.",-0.1,0.1,0.05,train,EmoBank
118CWL050_769_810,"With your help, we can change that.",0.1,0.1,0.1,train,EmoBank
Uprooted_Farming-on-Sand_4189_4311,"If the young farmers and foodies of Truro can organize, they might just be able to get local agriculture back on its feet.",0.11,-0.11,0.165,train,EmoBank
SemEval_893,Prehistoric Romeo and Juliet discovered,0.07,0.145,0.0,train,EmoBank
detroit_2786_2871,It was about driving down streets where we truly did not belong and were not welcome.,-0.3,0.05,-0.1,train,EmoBank
wsj_0132_534_629,The charges were offset in part by a gain from the sale of the company's construction division.,0.0,0.07,0.07,train,EmoBank
SemEval_1244,Tourism lags in Bush's hometown,-0.3,0.0,-0.1,train,EmoBank
Uprooted_Farming-on-Sand_2104_2194,"Salt marsh hay has no weed seeds, and it doesn't compact as heavily as other types of hay.",0.05,-0.15,0.05,train,EmoBank
easy_money_6933_6988,"A low, black hill blocked the sky right in front of us.",-0.1,-0.05,-0.05,train,EmoBank
hotel-california_33220_33246,In her hands was a bottle.,-0.04,-0.04,0.125,train,EmoBank
wsj_0136_382_602,"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division, a softer motor-home market and higher administrative costs of compliance with government contractor regulations.",-0.055,-0.11,0.0,train,EmoBank
captured_moments_22242_22253,She smiled.,0.5,0.25,-0.05,train,EmoBank
easy_money_12229_12347,"You could step three feet to the right and do the same thing, and you would end up buried alive in a nearby rock face.",-0.15,0.1,0.05,train,EmoBank
SemEval_1350,"African-Americans are organ donors these days, but what about bone marrow?",-0.06,0.0,0.06,train,EmoBank
lw1_329_457,she suppressed the surge of annoyance that ran through her as she contemplated the psi's gift of getting all the hot news first.,-0.125,0.06,-0.06,train,EmoBank
Seedbombing_3854_3940,There is one over-riding message to this -- Quit being such a goddamned perfectionist.,-0.35,0.3,0.25,train,EmoBank
Black_and_white_9388_9543,"We need this opposition between color and ‘non-color’ to make distinction between the two, otherwise neither would hold such significance.",-0.05,0.0,-0.05,train,EmoBank
WhatToHongKong_3286_3409,"If the goods are very valuable or fragile, it is a good idea to buy an all-risk insurance for the shipment.",0.05,-0.2,0.15,train,EmoBank
Ant_Robot_233_338,Science fiction writers have been anticipating humanoid androids that could pass a Turing Test for years.,0.05,0.0,0.0,train,EmoBank
anth_essay_4_4995_5152,"By the 1970s the need to assert a cause separate from the general left was seen, and indigenous rights movements formed (Warren 2003: 174, Jackson 2002: 82).",-0.05,-0.1,0.05,train,EmoBank
Nathans_Bylichka_8652_8742,"The man looked over forty, and he was driving a car I’d be afraid to drive on this street.",-0.25,0.05,-0.15,train,EmoBank
IntroHongKong_4384_4536,"Sightseeing in Hong Kong starts at sea level with the enthralling water traffic — a mix of freighters, ferries, tugs, junks, and yachts.",0.11,0.165,0.0,train,EmoBank
20000415_apw_eng-NEW_662_840,"During his four days in Iraq, Hall said he wanted to investigate reports from relief agencies that a quarter of Iraqi children may be suffering from chronic malnutrition.",-0.4,0.1,0.05,train,EmoBank
hotel-california_22906_22944,I looked at Ray and raised an eyebrow.,-0.05,0.05,0.1,train,EmoBank
20020731-nyt_33862_33896,"""His resume is an American dream,""",0.15,0.0,0.1,train,EmoBank
Anti-Terrorist_4513_4550,"EXAMPLE 1: ""Terrorists Offend Allah.""",-0.2,0.1,0.1,train,EmoBank
WhatToHongKong_15396_15550,The Hong Kong Chinese Orchestra performs new and traditional works; a wide assortment of traditional and Chinese instruments are featured.,0.1,0.1,0.0,train,EmoBank
wsj_0173_747_858,"But Coleco bounced back with the introduction of the Cabbage Patch dolls, whose sales hit $600 million in 1985.",0.06,-0.06,0.0,train,EmoBank
A_defense_of_Michael_Moore_22762_22779,9) Gun homicides.,-0.4,0.15,0.1,train,EmoBank
hotel-california_24548_24764,"The question, previously posed to me, was presented to the rest of our group (excluding Ray; Adrienne had been tactful enough to wait until he had gone for a refill, recalling the last time the subject was broached).",-0.125,0.06,-0.06,train,EmoBank
detroit_13423_13501,"Where did the great society for all, the one we were told we were building go?",-0.3,-0.05,-0.2,train,EmoBank
wsj_0184_830_871,"""an effective headcount-control program.""",0.055,-0.055,0.0,train,EmoBank
SemEval_718,Police probe 2 church fires half mile apart,-0.15,0.1,0.0,train,EmoBank
vampires_2216_2393,"So what sort of matrix board do you have to create to know that a NC-17 comedy horror Zombie video game will work, but a PG-13 young adult time-travelling Vampire TV show won't?",-0.05,0.05,0.0,train,EmoBank
blog-monastery_2477_2497,This struck a chord.,-0.15,0.15,0.0,train,EmoBank
SemEval_1167,Fortune: India the Superpower? Think again,-0.05,0.05,0.1,train,EmoBank
HistoryLasVegas_6292_6355,Stewart sold 99.5 percent of her ranch to the railroad.,0.1,-0.05,0.1,train,EmoBank
captured_moments_25242_25291,Tasha snatched it from him to rip away the paper.,-0.25,0.15,0.1,train,EmoBank
blog-monastery_2160_2165,"""So,""",0.0,-0.15,0.0,train,EmoBank
SemEval_701,"Congolese soldiers riot, loot over pay issue",-0.3,0.0,-0.2,train,EmoBank
Anti-Terrorist_4872_4990,"Is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some Israeli/NeoCons would try to say?",-0.15,0.1,0.1,train,EmoBank
anth_essay_4_15508_15642,"Many native peoples in Colombia are monolingual Spanish speakers, raising the question of the practicality of indigenous language use.",-0.05,0.05,-0.05,train,EmoBank
116CUL034_18_33,"October 7, 1996",0.0,-0.15,0.0,train,EmoBank
SemEval_1119,Some cocoa may improve brain blood flow,0.0,0.0,0.0,train,EmoBank
The_Black_Willow_8133_8152,"""Perhaps it would,""",0.06,-0.06,0.06,train,EmoBank
NYTnewswire2_3216_3378,"The federal complaint did not describe the possibility of a wider conspiracy or any contact between Tokhtakhounov, or his unnamed co-conspirators, with Le Gougne.",-0.05,-0.05,-0.05,train,EmoBank
hsus4_6321_6361,Registration does not imply endorsement.,-0.1,0.0,0.1,train,EmoBank
appalachian1_4283_4400,Why not come horseback riding with AMC in the Catskills—exploring the foothills and spending the night at a campsite?,0.0,-0.15,-0.05,train,EmoBank
captured_moments_18397_18412,"""Imagine that.""",0.0,-0.2,0.05,train,EmoBank
A_defense_of_Michael_Moore_4427_4456,"'oink, oink, squeeeeeeeallll'",0.25,0.315,0.06,train,EmoBank
appalachian1_4444_4459,Prowl for owls.,-0.05,0.1,0.05,train,EmoBank
SemEval_905,Apple: no iTunes for you if you have Vista!,-0.15,0.1,0.05,train,EmoBank
SemEval_576,Teacher charged with sex assault,-0.5,0.1,-0.15,train,EmoBank
A_defense_of_Michael_Moore_2070_2259,"If, as Moore implies (although never states as fact), video games and violent movies are relatively harmless, it does not logically follow that all types of media presentation are harmless.",-0.1,0.0,0.1,train,EmoBank
NYTnewswire1_2167_2245,"""Coming in, they've got three great outfielders. I knew that from the get-go.""",0.22,0.28,0.28,train,EmoBank
WhatToHongKong_16824_17043,"The classic Chinese puppet is the shadow puppet, manipulated behind a screen by three rods, but hand puppet and marionette shows are also on offer, often for free at public parks and playgrounds.",0.2,0.05,0.05,train,EmoBank
hotel-california_28693_28757,"I wasn't, not really, but I'd lie to get the conversation going.",0.06,0.0,0.125,train,EmoBank
Nathans_Bylichka_17695_17728,We should get started right away.,0.055,0.165,0.11,train,EmoBank
20020731-nyt_13469_13724,"The United States once distanced itself from Mahathir for strong-arm tactics with political rivals, and human rights groups criticize him for arresting and jailing scores of suspected militants, including some who may be linked to al-Qaida, without trial.",-0.15,0.0,-0.05,train,EmoBank
easy_money_6832_6932,When he killed the headlights there was no light but moonlight and stars on a light dusting of snow.,-0.1,-0.1,-0.05,train,EmoBank
20020731-nyt_21950_22050,"Edward Jewell, 56, retired from his job as a copyright assistant at the Library of Congress in 1993.",0.0,-0.19,0.0,train,EmoBank
HistoryLasVegas_4091_4325,"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day, Gass redirected his life by picking up where the Mormons left off — at least when it came to ranching and farming.",0.0,-0.11,0.055,train,EmoBank
Fermentation_HR5034_5709_5907,"It's no coincidence that brewers large and small, wineries, spirit producers and importers, retailers, wine education organizations, wine consumers and free trade organizations all oppose H.R. 5034.",-0.05,0.0,0.1,train,EmoBank
WhereToHongKong_51913_51955,It is famous for its gold jewelry.,0.1,-0.05,0.15,train,EmoBank
captured_moments_28995_29344,"Let me abuse the playwright and dismiss the penultimate scene in a few sentences: After giving Emil full rights to a sculpture of Tasha and me, we had a good dinner of curried clam chowder, lobsters boiled on Terra and unstopped still steaming on N'Apulco, and cinnamon custard for desert.",0.0,-0.15,0.0,train,EmoBank
112C-L014_1614_1624,"Sincerely,",0.1,-0.15,0.0,train,EmoBank
A_defense_of_Michael_Moore_25983_26139,"While this can in part be explained with his age and mental condition, if he is unable to defend the interests of the NRA, he should not be their spokesman.",-0.05,-0.1,-0.05,train,EmoBank
20020731-nyt_42070_42132,But so far he has pushed the point only with the Palestinians.,-0.06,-0.125,0.0,train,EmoBank
warner1_1303_1411,"DTV allows you to receive up to 29 channels of HBO, SHOWTIME, CINEMAX, THE MOVIE CHANNEL, STARZ! and ENCORE.",0.15,0.2,0.05,train,EmoBank
wsj_0151_896_923,"""the company is on a roll.""",0.3,0.35,0.2,train,EmoBank
SemEval_1003,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,-0.145,-0.07,0.145,train,EmoBank
hotel-california_15157_15176,I watched Adrienne.,0.06,-0.125,0.25,train,EmoBank
Nathans_Bylichka_28928_28948,"“As if I wanted it,”",-0.2,0.2,0.2,train,EmoBank
